close,high,low,open,time,volume
4555.14,4579.91,4516.87,4536.82,1504123200,115.481703
4593.66,4606.0,4555.14,4555.14,1504137600,109.650881
4592.16,4628.12,4572.64,4596.54,1504152000,102.998925
4656.67,4678.57,4572.64,4603.58,1504166400,111.874811
4648.82,4685.55,4631.41,4674.97,1504180800,106.997195
4698.77,4745.42,4638.98,4648.82,1504195200,66.803163
4724.89,4724.89,4666.84,4698.77,1504209600,58.631827
4714.73,4767.0,4689.89,4724.89,1504224000,75.647978
4707.5,4734.99,4654.88,4714.73,1504238400,101.226134
4775.0,4798.46,4708.09,4715.0,1504252800,130.966655
4803.83,4839.92,4725.81,4775.0,1504267200,68.887712
4813.24,4815.67,4738.94,4803.83,1504281600,96.951623
4834.91,4885.55,4760.01,4813.24,1504296000,86.986264
4788.07,4939.19,4764.88,4834.91,1504310400,145.538528
4697.71,4814.49,4473.35,4765.01,1504324800,178.769608
4630.01,4709.4,4549.77,4697.71,1504339200,142.239876
4460.19,4675.0,4354.61,4669.75,1504353600,187.304485
4509.77,4554.98,4377.43,4460.19,1504368000,139.615522
4472.14,4509.96,4286.87,4509.77,1504382400,135.680576
4569.54,4618.4,4467.88,4508.5,1504396800,112.568758
4620.87,4714.76,4584.78,4584.78,1504411200,119.752884
4486.0,4674.86,4456.8,4610.52,1504425600,103.213519
4384.15,4557.25,4298.33,4475.23,1504440000,170.271519
4529.0,4530.0,4345.01,4351.02,1504454400,106.294297
4509.08,4583.84,4445.15,4529.0,1504468800,79.115221
4340.51,4527.49,4340.5,4509.08,1504483200,81.331122
4186.96,4493.15,4052.0,4340.51,1504497600,275.913594
4153.0,4437.68,4075.0,4102.05,1504512000,464.680038
4015.03,4311.14,4014.76,4153.0,1504526400,276.241227
4203.67,4224.99,3972.51,4015.03,1504540800,155.042566
4100.11,4300.95,4100.11,4187.0,1504555200,141.436067
3988.04,4121.33,3603.0,4106.97,1504569600,286.737295
4190.4,4190.4,3943.1,3996.24,1504584000,213.834421
4246.82,4248.6,4050.0,4190.0,1504598400,222.114409
4151.0,4298.0,4116.65,4248.64,1504612800,245.076465
4442.48,4459.55,4096.06,4140.0,1504627200,125.584575
4366.47,4484.99,4351.01,4442.09,1504641600,135.590992
4430.02,4522.81,4365.73,4366.49,1504656000,187.420569
4461.29,4505.96,4335.26,4430.02,1504670400,166.307942
4548.13,4597.79,4461.29,4461.29,1504684800,175.29482
4619.43,4619.47,4422.28,4548.13,1504699200,261.596797
4619.43,4619.43,4619.43,4619.43,1504713600,0.0
4619.77,4662.87,4610.0,4619.43,1504728000,16.743598
4484.03,4661.93,4438.19,4619.77,1504742400,87.175086
4510.25,4561.9,4452.0,4489.48,1504756800,65.944247
4613.94,4649.92,4458.0,4510.25,1504771200,92.510277
4755.0,4759.25,4587.65,4616.79,1504785600,165.209682
4754.21,4788.59,4672.35,4755.0,1504800000,52.128252
4691.61,4754.21,4586.13,4754.21,1504814400,37.462431
4605.05,4735.39,4586.13,4691.61,1504828800,45.900903
4619.01,4633.47,4587.08,4605.05,1504843200,44.83
4647.53,4699.77,4611.48,4619.01,1504857600,36.305425
4348.65,4690.83,4028.93,4647.53,1504872000,492.155341
4190.01,4396.49,4190.0,4330.68,1504886400,225.127696
4282.8,4334.15,4060.0,4195.87,1504900800,287.935681
4242.01,4338.28,4150.06,4282.8,1504915200,204.100968
4321.52,4426.62,4200.02,4254.44,1504929600,119.28349
4327.63,4345.38,4262.75,4336.19,1504944000,59.71621
4276.0,4400.6,4245.94,4331.82,1504958400,124.778
4253.7,4281.32,4159.64,4276.0,1504972800,100.390215
4258.81,4300.0,4241.25,4267.51,1504987200,50.514069
4144.0,4279.7,4087.62,4258.81,1505001600,97.962869
3988.95,4149.0,3801.0,4144.0,1505016000,208.628935
4098.79,4100.0,3900.05,3988.95,1505030400,105.952623
4094.93,4135.48,4043.17,4069.43,1505044800,80.238497
4274.32,4283.0,4072.45,4094.93,1505059200,103.909898
4130.37,4274.32,4100.0,4269.36,1505073600,63.680453
4312.05,4334.43,4098.91,4153.62,1505088000,234.255157
4178.73,4325.99,4101.32,4320.46,1505102400,191.225188
4191.53,4221.63,4115.39,4186.88,1505116800,69.239857
4251.29,4313.18,4174.97,4191.54,1505131200,88.422507
4182.27,4280.0,4158.84,4246.43,1505145600,86.75553
4208.47,4225.0,4158.85,4182.27,1505160000,30.090826
4294.25,4305.01,4201.9,4208.6,1505174400,92.676353
4361.0,4394.59,4279.77,4294.54,1505188800,152.587684
4340.1,4373.67,4228.5,4361.04,1505203200,99.700796
4258.72,4345.92,4230.0,4343.01,1505217600,189.740543
4165.5,4280.0,4040.8,4249.49,1505232000,284.982429
4163.72,4202.53,4101.69,4158.27,1505246400,59.942514
3936.84,4165.38,3916.0,4159.72,1505260800,186.044927
3933.76,3991.01,3796.8,3933.21,1505275200,193.793146
3832.0,3970.0,3820.0,3933.76,1505289600,136.033476
3795.0,3976.19,3760.0,3831.01,1505304000,208.447245
3879.81,3991.01,3765.13,3795.0,1505318400,136.246089
3944.69,3991.01,3845.03,3879.81,1505332800,52.897662
3806.0,3993.0,3800.02,3944.0,1505347200,112.916514
3869.99,3890.0,3800.0,3806.0,1505361600,110.946635
3481.02,3889.98,3418.0,3846.58,1505376000,473.817763
3518.0,3666.0,3395.0,3481.02,1505390400,423.17729
3370.0,3533.97,3263.0,3518.0,1505404800,326.160515
3189.02,3450.0,3165.13,3368.73,1505419200,218.002826
3370.0,3460.0,3152.01,3188.01,1505433600,251.702648
3148.0,3380.0,3031.0,3369.99,1505448000,304.935126
2919.0,3148.0,2817.0,3148.0,1505462400,364.653505
3830.0,3856.0,2870.9,2870.9,1505476800,682.85976
3702.66,3839.98,3483.0,3830.0,1505491200,245.94793
3700.0,3799.9,3658.04,3702.3,1505505600,118.767523
3770.0,3950.0,3658.04,3674.01,1505520000,170.706041
3847.9,3935.93,3753.23,3769.94,1505534400,257.804778
3630.06,3850.0,3470.66,3847.92,1505548800,408.649993
3567.11,3800.0,3531.01,3630.06,1505563200,210.078501
3664.0,3714.99,3531.05,3567.11,1505577600,172.877633
3714.95,3715.0,3600.6,3664.01,1505592000,77.447007
3580.0,3709.94,3580.0,3685.23,1505606400,125.957599
3559.0,3604.79,3550.0,3580.0,1505620800,85.893398
3499.03,3609.39,3499.02,3559.0,1505635200,160.755572
3637.33,3660.0,3499.03,3499.03,1505649600,135.94399
3720.0,3748.21,3637.33,3637.33,1505664000,85.074217
3699.99,3739.0,3679.15,3700.13,1505678400,88.546434
3830.0,3850.0,3690.0,3699.99,1505692800,129.763678
3950.32,4000.0,3760.0,3830.0,1505707200,227.684713
3929.33,3976.58,3848.33,3976.58,1505721600,150.278915
4030.33,4123.2,3890.0,3932.98,1505736000,291.976291
3969.48,4048.99,3928.33,4030.33,1505750400,113.494213
4035.01,4085.0,3951.0,3969.5,1505764800,116.808645
3971.02,4089.97,3901.0,4060.0,1505779200,163.643751
3936.28,3981.19,3830.91,3972.0,1505793600,181.78173
3969.01,4032.02,3873.0,3880.06,1505808000,125.448115
3965.01,4029.99,3901.02,3969.32,1505822400,171.194272
3890.01,4014.56,3871.99,3970.0,1505836800,122.480176
3910.04,3920.0,3830.91,3890.01,1505851200,137.784085
3875.93,3923.26,3843.0,3910.04,1505865600,110.321379
3913.89,3988.83,3820.0,3875.91,1505880000,147.874688
3927.77,3979.99,3859.31,3913.91,1505894400,108.229498
4005.0,4046.08,3912.08,3927.77,1505908800,127.932758
3962.93,4039.99,3962.76,3997.5,1505923200,105.221655
3900.0,4000.0,3860.09,3962.93,1505937600,121.355098
3827.66,3910.0,3816.63,3900.0,1505952000,167.389873
3885.23,3903.28,3800.0,3820.02,1505966400,109.783357
3864.95,3904.81,3835.88,3885.23,1505980800,69.458389
3727.44,3879.99,3668.6,3862.99,1505995200,274.620286
3605.03,3747.48,3592.62,3730.0,1506009600,205.53549
3609.99,3678.26,3567.0,3605.03,1506024000,174.866689
3697.51,3697.51,3592.84,3609.99,1506038400,131.713823
3658.46,3750.0,3658.46,3693.01,1506052800,139.674068
3539.97,3669.0,3522.22,3658.46,1506067200,151.960238
3514.07,3645.99,3505.55,3528.36,1506081600,179.874633
3590.0,3590.0,3514.08,3527.97,1506096000,109.500907
3595.87,3645.18,3574.7,3590.0,1506110400,126.242756
3605.0,3628.0,3542.91,3595.88,1506124800,95.786102
3689.38,3717.44,3600.9,3614.87,1506139200,129.209377
3798.0,3798.9,3688.0,3689.38,1506153600,125.642985
3746.36,3817.19,3717.57,3798.9,1506168000,147.826026
3779.5,3779.52,3700.0,3746.37,1506182400,146.838024
3780.0,3790.0,3718.12,3779.5,1506196800,107.490277
3782.9,3789.99,3731.54,3779.54,1506211200,113.26816
3669.0,3783.99,3622.76,3782.9,1506225600,183.592756
3683.36,3698.4,3627.19,3668.0,1506240000,105.673917
3691.31,3730.0,3674.21,3674.22,1506254400,124.794529
3687.36,3707.9,3624.38,3707.89,1506268800,93.458592
3660.02,3707.94,3650.7,3665.68,1506283200,40.848436
3751.0,3772.0,3653.69,3660.02,1506297600,143.242134
3780.6,3815.74,3750.0,3750.01,1506312000,142.482302
3781.05,3807.53,3747.94,3789.5,1506326400,88.754998
3910.01,3945.0,3770.0,3781.05,1506340800,165.387515
3930.36,3979.87,3887.8,3915.01,1506355200,109.064075
3920.75,3963.0,3904.19,3930.36,1506369600,79.063689
3896.02,3959.56,3886.67,3928.0,1506384000,122.997074
3925.0,3940.0,3850.05,3896.02,1506398400,127.303112
3949.45,3949.92,3888.28,3925.0,1506412800,75.048345
3920.0,3976.99,3892.51,3950.0,1506427200,53.800832
3906.13,3939.99,3890.98,3925.0,1506441600,40.087717
3882.35,3935.0,3880.0,3911.06,1506456000,107.490907
3947.0,3973.0,3872.81,3882.35,1506470400,67.904056
3968.0,3968.0,3930.0,3931.0,1506484800,46.262674
4073.0,4099.95,3931.0,3952.1,1506499200,164.50711
4090.0,4119.0,4053.4,4072.2,1506513600,148.359299
4190.0,4200.0,4075.05,4099.8,1506528000,135.406179
4193.0,4249.94,4152.01,4189.0,1506542400,65.731648
4200.0,4219.99,4140.01,4193.0,1506556800,135.347605
4246.0,4300.0,4185.0,4200.0,1506571200,125.832592
4180.0,4272.45,4136.0,4247.0,1506585600,147.336943
4168.0,4210.0,4101.0,4170.19,1506600000,192.324787
4149.99,4209.68,4110.0,4133.03,1506614400,118.435878
4174.5,4194.99,4114.03,4143.12,1506628800,130.50752
4032.87,4215.0,3952.01,4174.5,1506643200,569.973417
4090.1,4113.81,3970.0,4000.0,1506657600,332.3511
4220.01,4248.0,4060.02,4090.1,1506672000,185.563112
4143.02,4251.0,4131.68,4234.99,1506686400,204.608176
4179.99,4259.99,4101.01,4145.03,1506700800,152.938417
4174.69,4263.86,4106.0,4146.96,1506715200,156.875343
4214.0,4298.0,4138.1,4175.0,1506729600,123.327131
4300.0,4300.0,4180.81,4216.01,1506744000,169.846073
4324.99,4345.0,4266.11,4310.0,1506758400,109.083627
4353.98,4358.99,4275.35,4324.99,1506772800,119.090837
4368.98,4380.0,4307.5,4353.98,1506787200,130.618236
4378.51,4379.95,4310.25,4343.18,1506801600,68.387279
4312.58,4378.49,4265.02,4378.49,1506816000,133.368146
4335.82,4335.82,4275.0,4312.77,1506830400,85.839809
4337.01,4359.6,4288.0,4335.82,1506844800,87.254644
4299.99,4356.99,4240.04,4337.01,1506859200,198.525474
4329.52,4329.99,4270.01,4290.17,1506873600,109.852914
4378.48,4406.52,4300.0,4307.0,1506888000,112.122698
4419.85,4560.0,4380.01,4400.0,1506902400,127.648841
4424.01,4465.43,4405.15,4411.0,1506916800,100.326522
4410.01,4479.9,4401.0,4424.01,1506931200,112.983763
4409.09,4561.63,4390.0,4419.99,1506945600,175.608363
4419.94,4433.11,4378.51,4409.09,1506960000,85.917207
4380.0,4431.78,4360.0,4419.94,1506974400,53.272278
4405.0,4467.33,4361.0,4380.0,1506988800,78.757886
4271.0,4417.0,4213.21,4405.0,1507003200,331.171327
4297.99,4310.0,4189.71,4280.0,1507017600,206.968904
4258.57,4297.66,4180.8,4290.0,1507032000,220.858495
4235.01,4295.99,4235.0,4258.58,1507046400,139.012073
4310.0,4329.86,4222.02,4235.02,1507060800,105.554878
4290.01,4360.0,4274.0,4310.0,1507075200,100.114785
4310.01,4373.0,4280.0,4290.01,1507089600,142.211634
4228.0,4328.0,4185.01,4310.01,1507104000,189.103419
4211.01,4248.97,4142.0,4230.0,1507118400,205.859774
4173.11,4225.5,4153.02,4211.01,1507132800,123.214855
4208.59,4236.63,4156.0,4170.05,1507147200,107.960634
4143.04,4235.0,4142.0,4208.59,1507161600,104.558746
4154.1,4174.49,4110.0,4143.06,1507176000,191.098447
4226.05,4234.77,4112.23,4154.1,1507190400,161.845667
4314.49,4335.0,4226.05,4226.05,1507204800,156.27019
4327.63,4340.0,4275.0,4288.0,1507219200,102.131284
4292.43,4355.0,4292.43,4327.63,1507233600,63.234304
4316.98,4348.0,4292.0,4318.99,1507248000,69.287895
4392.36,4410.0,4300.02,4316.98,1507262400,118.210068
4405.0,4417.0,4370.45,4396.0,1507276800,85.300421
4382.07,4416.78,4312.57,4405.0,1507291200,132.612913
4379.73,4400.0,4315.95,4382.07,1507305600,73.696413
4369.0,4399.0,4330.06,4331.02,1507320000,27.421466
4381.0,4399.0,4362.02,4369.0,1507334400,71.61948
4334.0,4389.48,4330.09,4381.0,1507348800,40.814739
4335.9,4388.54,4312.56,4335.0,1507363200,50.767279
4343.01,4380.0,4326.0,4335.9,1507377600,35.610569
4335.38,4370.86,4326.02,4343.01,1507392000,35.635672
4423.0,4479.5,4336.01,4342.23,1507406400,63.149761
4457.62,4517.0,4425.0,4425.0,1507420800,83.05117
4455.99,4479.98,4437.0,4478.0,1507435200,52.945462
4487.99,4514.99,4441.01,4455.99,1507449600,88.991483
4590.0,4599.0,4460.02,4487.99,1507464000,112.670626
4575.01,4600.0,4525.0,4590.0,1507478400,99.797492
4640.0,4658.0,4573.04,4597.49,1507492800,81.005771
4659.0,4660.0,4600.0,4640.0,1507507200,62.80978
4584.06,4660.0,4550.0,4650.0,1507521600,87.693733
4615.0,4630.0,4564.32,4584.06,1507536000,74.610682
4664.31,4699.98,4615.0,4615.0,1507550400,87.381004
4787.49,4889.98,4664.11,4684.99,1507564800,158.619399
4786.95,4852.0,4720.12,4803.35,1507579200,175.348547
4788.02,4888.88,4780.0,4786.95,1507593600,151.702822
4785.78,4879.99,4785.78,4819.99,1507608000,76.481356
4790.0,4839.41,4720.16,4787.88,1507622400,126.505667
4831.99,4880.0,4780.02,4790.01,1507636800,187.228795
4911.0,4960.0,4800.07,4831.99,1507651200,245.732168
4783.06,4933.14,4680.59,4910.99,1507665600,255.570965
4753.16,4823.17,4710.0,4783.06,1507680000,262.176011
4829.99,4840.0,4720.02,4740.73,1507694400,217.757417
4818.99,4852.22,4791.01,4820.0,1507708800,132.149108
4825.01,4839.99,4751.01,4804.93,1507723200,68.946994
4872.1,4881.61,4824.74,4825.01,1507737600,49.27021
4821.43,4862.43,4800.57,4850.42,1507752000,23.129656
4843.37,4880.0,4810.16,4821.43,1507766400,49.501708
5010.2,5010.2,4843.21,4843.37,1507780800,66.478086
5184.0,5265.5,5010.2,5010.2,1507795200,424.783595
5305.01,5325.0,5173.1,5184.0,1507809600,236.434233
5312.43,5413.73,5239.99,5316.42,1507824000,283.424362
5430.0,5439.99,5265.05,5300.06,1507838400,216.079498
5748.0,5835.0,5379.84,5430.0,1507852800,501.506996
5628.02,5846.17,5458.84,5740.02,1507867200,390.174581
5649.0,5775.0,5568.98,5631.01,1507881600,252.694962
5762.25,5800.0,5566.84,5658.97,1507896000,274.277906
5558.99,5779.0,5520.0,5762.24,1507910400,229.708539
5649.98,5650.0,5533.74,5533.76,1507924800,231.464636
5700.51,5722.87,5580.01,5650.0,1507939200,176.36598
5653.41,5721.91,5585.02,5700.52,1507953600,154.978738
5720.02,5779.0,5600.03,5653.4,1507968000,154.145184
5752.04,5779.99,5686.0,5720.02,1507982400,162.373188
5750.0,5798.02,5685.02,5741.03,1507996800,150.848419
5869.99,5900.0,5735.01,5750.01,1508011200,172.047537
5771.07,5922.3,5770.02,5855.03,1508025600,184.164345
5786.11,5805.0,5737.27,5771.06,1508040000,192.580614
5400.01,5786.11,5400.01,5786.11,1508054400,325.959274
5544.14,5605.0,5404.98,5419.0,1508068800,283.575163
5533.56,5569.47,5468.01,5539.99,1508083200,188.797693
5709.99,5756.36,5485.0,5533.56,1508097600,168.446286
5600.05,5739.99,5600.02,5710.0,1508112000,190.579947
5628.32,5694.77,5600.01,5601.02,1508126400,157.471371
5728.99,5749.99,5585.19,5628.31,1508140800,269.703313
5681.22,5749.8,5664.0,5739.96,1508155200,339.080541
5703.27,5720.3,5642.02,5681.22,1508169600,357.048262
5760.02,5788.91,5700.01,5718.78,1508184000,215.113028
5620.01,5774.98,5590.0,5760.0,1508198400,238.576939
5650.02,5687.61,5591.01,5612.02,1508212800,229.047214
5579.98,5687.61,5540.02,5657.96,1508227200,192.989904
5603.01,5628.63,5508.63,5579.89,1508241600,327.215957
5622.06,5649.99,5574.21,5619.98,1508256000,240.027297
5595.0,5636.53,5585.25,5622.1,1508270400,202.012065
5484.86,5596.0,5422.01,5595.0,1508284800,318.194075
5277.22,5561.99,5277.22,5483.99,1508299200,403.294479
5273.25,5379.0,5226.0,5267.38,1508313600,510.528023
5322.28,5368.7,5037.95,5283.98,1508328000,431.837488
5382.98,5408.0,5320.28,5344.0,1508342400,323.964884
5512.06,5588.0,5368.12,5382.99,1508356800,329.985424
5585.0,5631.3,5490.26,5513.0,1508371200,273.84836
5577.98,5628.0,5490.26,5570.24,1508385600,209.563461
5690.12,5706.09,5555.0,5577.99,1508400000,331.648168
5625.01,5710.0,5620.0,5710.0,1508414400,399.010504
5609.0,5690.0,5600.0,5624.99,1508428800,317.977937
5683.9,5694.0,5600.03,5608.99,1508443200,349.673677
5669.08,5688.0,5632.01,5683.9,1508457600,226.087202
5639.95,5697.99,5600.0,5669.08,1508472000,209.209002
5662.75,5679.99,5611.32,5639.96,1508486400,290.313225
5889.99,5995.0,5602.86,5662.75,1508500800,438.332289
6060.54,6060.54,5878.03,5889.99,1508515200,498.516093
6010.01,6110.0,5937.01,6060.91,1508529600,310.519409
6110.01,6124.3,5960.0,6013.72,1508544000,272.248566
6091.92,6167.99,6000.0,6110.02,1508558400,329.419679
6116.98,6118.99,6072.06,6091.92,1508572800,274.946412
6149.99,6171.0,6075.39,6116.98,1508587200,256.41799
6024.07,6169.04,5850.03,6149.99,1508601600,281.309752
6024.97,6110.0,5994.0,6024.09,1508616000,249.965294
5950.24,6060.0,5911.02,6024.97,1508630400,193.660742
5907.11,5954.51,5770.0,5950.18,1508644800,323.387194
5819.98,5924.97,5720.03,5907.13,1508659200,237.659443
5970.27,6000.0,5770.04,5819.98,1508673600,287.464729
5866.99,6000.0,5832.07,5970.3,1508688000,170.707574
5950.02,6000.0,5833.38,5879.03,1508702400,149.212534
5950.25,6000.02,5912.0,5950.02,1508716800,262.320895
5865.05,6080.0,5860.01,5950.25,1508731200,203.202638
5881.99,5909.84,5787.98,5865.03,1508745600,345.895685
5762.04,5881.99,5621.03,5881.98,1508760000,427.040312
5880.82,5930.2,5717.01,5762.07,1508774400,272.749534
5915.93,5969.98,5787.24,5880.83,1508788800,301.348651
5625.03,5925.0,5482.22,5909.47,1508803200,731.228289
5721.83,5748.98,5537.1,5630.0,1508817600,439.959252
5676.04,5740.97,5601.01,5721.83,1508832000,328.58636
5637.96,5697.97,5563.11,5680.0,1508846400,377.194878
5635.07,5719.03,5633.99,5635.02,1508860800,333.481316
5477.03,5650.0,5450.0,5635.07,1508875200,369.968672
5515.96,5527.0,5286.98,5477.03,1508889600,495.412024
5541.51,5550.0,5418.98,5515.93,1508904000,376.810016
5469.98,5650.0,5440.06,5532.02,1508918400,424.895979
5456.11,5500.01,5375.0,5469.99,1508932800,330.816033
5580.07,5588.0,5430.0,5456.11,1508947200,326.46613
5689.99,5704.96,5569.03,5580.09,1508961600,328.413023
5719.99,5734.99,5670.0,5689.99,1508976000,373.630906
5669.13,5735.02,5650.0,5719.99,1508990400,317.286038
5853.99,5853.99,5656.19,5669.17,1509004800,327.574546
5918.99,5939.99,5845.03,5845.03,1509019200,403.64808
5834.38,5938.58,5805.0,5918.92,1509033600,281.726542
5861.77,5912.01,5757.0,5834.59,1509048000,269.09977
5905.0,5980.0,5860.06,5861.77,1509062400,257.910033
5874.49,5924.96,5770.23,5905.0,1509076800,218.645711
5843.18,5928.97,5808.03,5874.43,1509091200,254.010367
5771.01,5843.04,5711.22,5843.03,1509105600,216.001388
5740.0,5812.03,5649.24,5771.01,1509120000,239.508518
5768.83,5789.45,5715.2,5787.97,1509134400,217.630399
5726.92,5850.02,5726.87,5768.83,1509148800,196.509932
5781.01,5799.96,5726.91,5726.93,1509163200,141.930099
5680.28,5790.1,5677.02,5781.02,1509177600,197.696597
5669.97,5718.16,5630.03,5680.27,1509192000,289.10105
5726.02,5733.03,5665.01,5669.97,1509206400,254.061635
5719.64,5733.03,5680.01,5726.02,1509220800,197.455099
5715.01,5719.65,5648.01,5719.64,1509235200,196.720511
5799.99,5815.84,5705.02,5715.0,1509249600,256.076775
5784.97,5800.0,5741.09,5790.11,1509264000,230.69661
5949.01,5988.0,5730.0,5784.99,1509278400,379.172272
6085.0,6085.0,5889.85,5949.01,1509292800,324.968548
6169.98,6189.88,6034.06,6085.0,1509307200,417.143457
6155.88,6159.99,6075.5,6133.01,1509321600,333.102473
6116.19,6172.0,6096.08,6155.88,1509336000,204.408769
6181.98,6248.68,6116.18,6123.3,1509350400,277.677522
6070.98,6198.98,6030.0,6179.92,1509364800,280.729007
6111.58,6146.86,6055.56,6071.95,1509379200,225.648091
6120.5,6135.04,6088.88,6111.38,1509393600,152.121181
6139.88,6172.18,6120.5,6120.5,1509408000,146.471807
6117.94,6172.18,6100.0,6139.88,1509422400,164.507682
6223.33,6223.33,6100.04,6117.94,1509436800,218.414358
6371.28,6420.0,6201.01,6223.41,1509451200,380.130831
6329.98,6398.88,6319.69,6371.28,1509465600,309.623458
6463.0,6498.01,6322.31,6329.98,1509480000,292.626789
6458.88,6473.88,6375.05,6463.0,1509494400,208.465158
6415.0,6458.38,6338.02,6439.05,1509508800,206.245705
6614.97,6645.32,6410.01,6414.99,1509523200,325.838178
6596.99,6613.93,6455.0,6613.92,1509537600,356.513007
6622.99,6644.8,6559.9,6559.9,1509552000,292.973784
6753.98,6774.67,6561.04,6622.98,1509566400,285.579356
6831.0,6967.61,6730.0,6753.98,1509580800,401.240711
6934.0,6977.0,6800.06,6840.02,1509595200,290.677558
6887.81,7300.0,6685.1,6934.0,1509609600,558.235577
7019.98,7100.0,6700.0,6887.66,1509624000,571.045656
